DATE;DRINK;BRAND;PRICE;PLACE;UBICACION;VOLUMEN_L;ALCOHOL_L
2025-10-04;Roncola;;8.0;Concierto Vise;Madrid;0.4;0.048
2025-10-04;Roncola;;8.0;Concierto Vise;Madrid;0.4;0.048
2025-10-04;Roncola;;0.0;Concierto Vise;Madrid;0.4;0.048
2025-10-04;Cerveza;Mahou;0.0;Madrid;Madrid;0.33;0.0165
2025-10-04;Cerveza;Mahou;0.0;Madrid;Madrid;0.33;0.0165
2025-10-04;Cerveza;Mahou;0.0;Madrid;Madrid;0.33;0.0165
2025-10-09;Cerveza;Mahou;0.0;Madrid;Madrid;0.33;0.0165
2025-10-12;Cerveza;Victoria;0.0;Barra Bientirada;Madrid;0.33;0.0165
2025-10-12;Cerveza;Victoria;0.0;Barra Bientirada;Madrid;0.33;0.0165
2025-10-13;Cerveza;Budweiser;0.0;Alfredos;Madrid;0.33;0.0165
2025-10-17;Cerveza;Estrella Galicia;0.5;Casa Laura;Moralzarzal;0.33;0.0165
2025-10-17;Cerveza;Estrella Galicia;0.5;Casa Laura;Moralzarzal;0.33;0.0165
2025-10-17;Cerveza;Estrella Galicia;0.5;Casa Laura;Moralzarzal;0.33;0.0165
2025-10-17;Cerveza;Estrella Galicia;0.5;Casa Laura;Moralzarzal;0.33;0.0165
2025-10-17;Cerveza;Estrella Galicia;0.5;Casa Laura;Moralzarzal;0.33;0.0165
2025-10-17;Mojito;;0.5;Casa Laura;Moralzarzal;0.4;0.048
2025-10-17;Mojito;;0.5;Casa Laura;Moralzarzal;0.4;0.048
2025-10-17;Mojito;;0.5;Casa Laura;Moralzarzal;0.4;0.048
2025-10-18;Cerveza;Estrella Galicia;0.5;Casa Laura;Moralzarzal;0.33;0.0165
2025-10-19;Cerveza;Estrella Galicia;0.0;Casa Paco;Madrid;0.33;0.0165
2025-10-19;Cerveza;Estrella Galicia;0.0;Casa Paco;Madrid;0.33;0.0165
2025-10-19;Cerveza;Estrella Galicia;0.0;Casa Paco;Madrid;0.33;0.0165
2025-10-21;Cerveza;Mahou;0.0;Monteria;Madrid;0.33;0.0165
2025-10-21;Cerveza;Mahou;0.0;Monteria;Madrid;0.33;0.0165
2025-10-24;Cerveza;Mahou;3.5;Aura;Madrid;0.33;0.0165
2025-10-24;Cerveza;Alhambra;0.0;Granada;Granada;0.33;0.0165
2025-10-24;Cerveza;Alhambra;0.0;Granada;Granada;0.33;0.0165
2025-10-25;Cerveza;Alhambra;0.0;Granada;Granada;0.33;0.0165
2025-10-25;Cerveza;Alhambra;0.0;Granada;Granada;0.33;0.0165
2025-10-25;Vermu;;0.0;Granada;Granada;0.2;0.03
2025-10-25;Vermu;;0.0;Granada;Granada;0.2;0.03
2025-10-25;Vermu;;0.0;Granada;Granada;0.2;0.03
2025-10-26;Vermu;;0.0;Casa Malaga;Malaga;0.2;0.03
2025-10-27;Cerveza;Mahou;0.0;Hermanos Vinagre;Madrid;0.33;0.0165
2025-10-27;Vermu;;0.0;Hermanos Vinagre;Madrid;0.2;0.03
2025-10-30;Cerveza;1906;0.0;Casa Madrid;Madrid;0.3;0.015
2025-10-31;Cerveza;Mahou;0.0;Casa Rayo;Madrid;0.33;0.0165
2025-10-31;Gintonic;;0.0;Casa Rayo;Madrid;0.4;0.048
2025-11-01;Cerveza;1906;0.0;Casa Paco;Madrid;0.33;0.0165
2025-11-01;Cerveza;1906;0.0;Casa Paco;Madrid;0.33;0.0165
2025-11-01;Cerveza;Estrella Galicia;0.0;Casa Paco;Madrid;0.33;0.0165
2025-11-01;Cerveza;Estrella Galicia;0.0;Casa Paco;Madrid;0.33;0.0165
2025-11-01;Cerveza;Estrella Galicia;0.0;Casa Paco;Madrid;0.33;0.0165
2025-11-05;Cerveza;Mahou;0.0;Casa Madrid;Madrid;0.3;0.015
2025-11-07;Cerveza;Mahou;3.2;Doctor;Madrid;0.33;0.0165
2025-11-07;Cerveza;Aguila;3.0;Tgb;Madrid;0.33;0.0165
2025-11-07;Cerveza;Aguila;3.0;Bolera;Madrid;0.33;0.0165
2025-11-07;Cerveza;Mahou;2.0;Mcdonalds;Madrid;0.33;0.0165
2025-11-07;Roncola;;12.0;El Cuento;Madrid;0.4;0.048
2025-11-08;Cerveza;Estrella Galicia;0.0;Casa Malaga;Malaga;0.2;0.01
2025-11-09;Cerveza;Estrella Galicia;0.0;Casa Malaga;Malaga;0.2;0.01
2025-11-09;Vermu;;0.0;Casa Malaga;Malaga;0.2;0.03
2025-11-12;Cerveza;Mahou;2.0;Lateral;Madrid;0.33;0.0165
2025-11-12;Cerveza;Mahou;2.0;Lateral;Madrid;0.33;0.0165
2025-11-13;Cerveza;Mahou;3.5;Varro;Madrid;0.33;0.0165
2025-11-13;Cerveza;Mahou;3.5;Varro;Madrid;0.33;0.0165
2025-11-16;Cerveza;Mahou;3.5;Lateral;Madrid;0.33;0.0165
2025-11-16;Cerveza;1906;0.0;Casa Madrid;Madrid;0.3;0.015
2025-11-17;Cerveza;Budweiser;3.5;Alfredos;Madrid;0.33;0.0165
2025-11-18;Cerveza;Mahou;4.0;Sierra;Madrid;0.33;0.0165
2025-11-18;Cerveza;Mahou;4.0;Sierra;Madrid;0.33;0.0165
2025-11-21;Cerveza;1906;0.0;Casa Vise;Madrid;0.33;0.0165
2025-10-22;Cerveza;Tsingtao;3.5;Little Dragon;Madrid;0.33;0.0165
2025-11-24;Cerveza;Mahou;0.0;Monteria;Madrid;0.33;0.0165
2025-11-24;Cerveza;Mahou;0.0;Monteria;Madrid;0.33;0.0165
2025-11-25;Cerveza;Mahou;0.0;Kulto;Madrid;0.33;0.0165
2025-11-25;Cerveza;Mahou;0.0;Kulto;Madrid;0.33;0.0165
2025-11-28;Cerveza;Mahou;0.0;Gallego;Madrid;0.33;0.0165
2025-11-28;Cerveza;Mahou;3.0;La Regional;Madrid;0.33;0.0165
2025-11-28;Cerveza;Mahou;3.0;La Regional;Madrid;0.33;0.0165
2025-11-28;Cerveza;Mahou;3.0;La Regional;Madrid;0.33;0.0165
2025-12-05;Cerveza;Alhambra;3.0;Uvepan;Madrid;0.33;0.0165
2025-12-07;Cerveza;Estrella Galicia;0.0;Casa Madrid;Madrid;0.3;0.015
2025-12-09;Cerveza;Mahou;3.5;Mercadillo Navidad;Madrid;0.33;0.0165
2025-12-11;Cerveza;Tsingtao;3.5;Little Dragon;Madrid;0.33;0.0165
2025-12-14;Cerveza;1906;0.0;Casa Madrid;Madrid;0.3;0.015
2025-12-15;Cerveza;1906;0.0;Casa Madrid;Madrid;0.3;0.015
2025-12-19;Cerveza;Estrella Galicia;0.0;Casa Madrid;Madrid;0.3;0.015
2025-12-19;Cerveza;Estrella Galicia;0.0;Casa Madrid;Madrid;0.3;0.015
2025-12-20;Cerveza;Mahou;3.5;Hermanos Vinagre;Madrid;0.33;0.0165
2025-12-20;Cerveza;Mahou;3.5;Madrid;Madrid;0.33;0.0165
2025-12-20;Cerveza;Tsingtao;3.5;Little Dragon;Madrid;0.33;0.0165
2025-12-22;Cerveza;Estrella Galicia;0.0;Casa Nico;Madrid;0.33;0.0165
2025-12-22;Cerveza;Estrella Galicia;0.0;Casa Nico;Madrid;0.33;0.0165
2025-12-22;Roncola;;0.0;Casa Nico;Madrid;0.4;0.048
2025-12-22;Roncola;;8.0;Florida Park;Madrid;0.4;0.048
2025-12-22;Roncola;;8.0;Florida Park;Madrid;0.4;0.048
2025-12-24;Cerveza;Cruzcampo;0.0;Jaen;Jaen;0.33;0.0165
2025-12-24;Cerveza;Alhambra;0.0;Jaen;Jaen;0.33;0.0165
2025-12-24;Cerveza;Voll Damm;0.0;Jaen;Jaen;0.33;0.0165
2025-12-24;Roncola;;0.0;Jaen;Jaen;0.4;0.048
2025-12-25;Cerveza;Alhambra;0.0;Jaen;Jaen;0.33;0.0165
2025-12-25;Cerveza;Alhambra;0.0;Jaen;Jaen;0.33;0.0165
2025-12-25;Cerveza;Alhambra;0.0;Jaen;Jaen;0.33;0.0165
2025-12-30;Cerveza;Cruzcampo;1.0;Venta;Malaga;0.33;0.0165
2025-12-30;Cerveza;Cruzcampo;1.0;Venta;Malaga;0.33;0.0165
2025-12-31;Cerveza;Mahou;0.0;El Escorial;El Escorial;0.33;0.0165
2025-12-31;Vermu;;0.0;El Escorial;El Escorial;0.2;0.03
2025-12-31;Cerveza;Alhambra;0.0;Casa Primos;Madrid;0.33;0.0165
2025-12-31;Gintonic;;12.0;Madrid;Madrid;0.4;0.048
